url,extracted_domains,resolution_status,cop,lang
https://x.com/EmmaReillyTweet/status/1459445129455022082,unintegrity.org,OK,26,en
https://x.com/UNDP_Sweden/status/1459444345904537600,dontchooseextinction.com,OK,26,en
https://x.com/LiteFootPrints/status/1459444080597876737,lighterfootprints.org,OK,26,en
https://x.com/willstewartnews/status/1459443042721705986,inews.co.uk,OK,26,en
https://x.com/insideclimate/status/1459438383751565318,insideclimatenews.org,OK,26,en
https://x.com/UNFCCC/status/1459437204284055555,unfccc.int,OK,26,en
https://x.com/jwhitey98/status/1459435628576313345,nytimes.com,OK,26,en
https://x.com/David_Ritter/status/1459434365893500930,bbc.com,OK,26,en
https://x.com/RogTallbloke/status/1459432425042362380,thelancet.com,OK,26,en
https://x.com/UNDP/status/1459430836562968576,dearworldleaders.org,OK,26,en
https://x.com/tveitdal/status/1459430621487456258,bbc.com,OK,26,en
https://x.com/DavidShukman/status/1459425386471776260,bbc.co.uk,OK,26,en
